City,Region,Country,AirQuality,WaterPollution
Juiz de Fora,Minas Gerais,Brazil,80,58.33333333
Duque de Caxias,Rio de Janeiro,Brazil,12.5,50
Erd,Pest County,Hungary,66.66666667,37.5
Kajaani,,Finland,100,50
Bulawayo,,Zimbabwe,67.85714286,71.42857143
Iquitos,Loreto,Peru,25,75
Porvoo,Uusimaa,Finland,100,0
Rybinsk,Yaroslavl Oblast,Russia,25,100
Miercurea Ciuc,Harghita County,Romania,90,0
Artvin,Artvin Province,Turkey,58.33333333,50
Armagh,Northern Ireland,United Kingdom,75,50
Angra do Heroismo,Azores,Portugal,100,0
Cheb,,Czech Republic,87.5,50
Sergiyev Posad,Moscow Oblast,Russia,75,75
Oujda,Oriental,Morocco,75,50
Birjand,South Khorasan Province,Iran,60,0
Drobeta-Turnu Severin,Mehedin?i County,Romania,45,50
Rueil-Malmaison,Ile-de-France,France,58.33333333,25
Seraing,Wallonia,Belgium,75,50
Serpukhov,Moscow Oblast,Russia,0,50
Nigde,Nigde Province,Turkey,0,50
Irbid,Irbid Governorate,Jordan,25,56.25
Canoas,Rio Grande do Sul,Brazil,62.5,87.5
Uberlandia,Minas Gerais,Brazil,87.5,37.5
Mogi das Cruzes,Sao Paulo,Brazil,90,20
Sao Carlos,Sao Paulo,Brazil,80,45
Feira de Santana,Bahia,Brazil,62.5,62.5
Karakol,Issyk-Kul Region,Kyrgyzstan,25,50
Buckingham,England,United Kingdom,100,0
Stary Oskol,Belgorod Oblast,Russia,0,100
Zhangjiagang,Jiangsu,People's Republic of China,15,100
Zhangjiajie,Hunan,People's Republic of China,0,50
Zhangye,Gansu,People's Republic of China,0,50
Zhaotong,Yunnan,People's Republic of China,50,50
Zhaoyuan,Shandong,People's Republic of China,0,50
Khimki,Moscow Oblast,Russia,33.33333333,66.66666667
Zhoukou,Henan,People's Republic of China,0,50
Zhuji,Zhejiang,People's Republic of China,0,50
Zhumadian,Henan,People's Republic of China,0,50
Zhuzhou,Hunan,People's Republic of China,0,50
Zibo,Shandong,People's Republic of China,0,50
Aktau,Mangystau Region,Kazakhstan,8.333333333,91.66666667
Dehradun,Uttarakhand,India,41.12903226,66.66666667
Agri,Agri Province,Turkey,25,50
Guwahati,Assam,India,33.75,78.77358491
Canakkale,Canakkale Province,Turkey,80,37.5
Balikesir,Balikesir Province,Turkey,35,50
Tacoma,Washington,United States of America,78.94736842,50
Karbala,Karbala Governorate,Iraq,12.5,87.5
Visakhapatnam,Andhra Pradesh,India,40.40697674,69.62025316
Vijayawada,Andhra Pradesh,India,30.11363636,58.75
Jodhpur,Rajasthan,India,27.77777778,65.625
Matsuyama,Ehime Prefecture,Japan,75,25
Hamilton,Waikato Region,New Zealand,93.42105263,25
Latakia,Latakia Governorate,Syria,62.5,37.5
Volos,,Greece,50,55.55555556
Ajmer,Rajasthan,India,50,45.83333333
Jamshedpur,Jharkhand,India,46.32352941,55.38461538
Okayama,Okayama Prefecture,Japan,25,0
Ludhiana,Punjab,India,17.85714286,68.18181818
Kitchener,Ontario,Canada,80.43478261,30.26315789
Nashik,Maharashtra,India,69.44444444,50
Meerut,Uttar Pradesh,India,27.65957447,75.65789474
Kochi,Kochi Prefecture,Japan,100,50
Mathura,,India,53.125,66
Udaipur,Rajasthan,India,57.14285714,72.58064516
Povoa de Varzim,Porto,Portugal,75,50
Utsunomiya,Tochigi Prefecture,Japan,100,75
Faridabad,Haryana,India,13.06818182,80.42168675
Slubice,Lubusz Voivodeship,Poland,87.5,50
Aurangabad,Maharashtra,India,30.64516129,62
Bikaner,Rajasthan,India,61.9047619,54.16666667
Niksic,Niksic Municipality,Montenegro,25,50
Aguascalientes City,Aguascalientes,Mexico,73.61111111,48.61111111
Jabalpur,Madhya Pradesh,India,42.85714286,68.10344828
Rethymno,,Greece,85,0
Swindon,England,United Kingdom,41.66666667,12.5
Bolu,Bolu Province,Turkey,75,37.5
Giresun,Giresun Province,Turkey,37.5,50
Rize,Rize Province,Turkey,65,25
Zrenjanin,,Serbia,46.875,96.875
Buzau,Buzau County,Romania,70,50
Sanok,Podkarpackie Voivodeship,Poland,62.5,50
Huddersfield,England,United Kingdom,58.33333333,0
Aligarh,Uttar Pradesh,India,50,0
Asansol,West Bengal,India,25.96153846,68.47826087
Hameenlinna,Tavastia Proper,Finland,75,25
Aba,Abia State,Nigeria,0,50
Foz do Iguacu,Parana,Brazil,100,33.33333333
Giurgiu,Giurgiu County,Romania,50,50
Targu Jiu,Gorj County,Romania,37.5,50
Sfantu Gheorghe,Covasna County,Romania,100,0
Novi Pazar,Raska District,Serbia,75,0
Oldham,England,United Kingdom,100,0
Otsu,Shiga Prefecture,Japan,100,0
Kingston,Ontario,Canada,83.33333333,29.54545455
Perth,Scotland,United Kingdom,41.66666667,58.33333333
Whistler,British Columbia,Canada,100,50
Kandy,Central Province,Sri Lanka,28.125,43.42105263
Napier,,New Zealand,90.38461538,50
Mazeikiai,,Lithuania,62.5,50
Luton,England,United Kingdom,77.5,41.66666667
Visaginas,,Lithuania,87.5,12.5
Southend-on-Sea,England,United Kingdom,61.11111111,65
Milton Keynes,England,United Kingdom,86.84210526,16.66666667
Toyama,Toyama Prefecture,Japan,100,0
San Luis Potosi,San Luis Potosi,Mexico,48.21428571,59.61538462
Kouvola,,Finland,100,0
Bihac,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,100,0
Sabac,Macva District,Serbia,25,83.33333333
Modesto,California,United States of America,46.66666667,54.54545455
Hereford,England,United Kingdom,75,8.333333333
Deva,Hunedoara County,Romania,81.25,31.25
Dundalk,Leinster,Ireland,81.25,31.25
Pancevo,,Serbia,10.71428571,53.57142857
Granada,Granada Department,Nicaragua,25,25
Cascavel,Parana,Brazil,100,37.5
Howrah,West Bengal,India,50,75
Corfu,,Greece,88.63636364,25
Aspen,Colorado,United States of America,75,50
Qiqihar,Heilongjiang,People's Republic of China,12.5,50
Yalova,Yalova Province,Turkey,46.875,43.75
Kraljevo,Raska District,Serbia,37.5,37.5
Nelson,Nelson Region,New Zealand,83.33333333,29.16666667
Kyrenia,,Cyprus,75,50
Ajka,Veszprem County,Hungary,75,50
Nevsehir,Nevsehir Province,Turkey,50,0
Duzce,Duzce Province,Turkey,0,50
Kirikkale,Kirikkale Province,Turkey,4.166666667,50
Hakkari,Hakkari Province,Turkey,0,50
Corum,Corum Province,Turkey,12.5,50
Kirklareli,Kirklareli Province,Turkey,32.14285714,0
Kastoria,West Macedonia Region,Greece,100,0
Cheltenham,England,United Kingdom,75,0
Slatina,Olt County,Romania,58.33333333,25
Ghaziabad,Uttar Pradesh,India,12.90322581,80
Drogheda,Leinster,Ireland,100,12.5
Zliten,Murqub,Libya,75,100
Rehovot,Central District,Israel,37.5,31.25
Vac,Pest County,Hungary,100,0
Tuxtla Gutierrez,Chiapas,Mexico,75,31.25
Trikala,,Greece,95.83333333,33.33333333
Bijelo Polje,Bijelo Polje Municipality,Montenegro,0,75
Lod,Central District,Israel,25,100
Chichester,England,United Kingdom,100,0
Thane,Maharashtra,India,41.66666667,70.94594595
Shillong,Meghalaya,India,73.33333333,73.33333333
Hyvinkaa,Uusimaa,Finland,100,50
Tauranga,Bay of Plenty Region,New Zealand,83.92857143,36.36363636
Kokkola,,Finland,95,75
Tepic,Nayarit,Mexico,100,50
Fethiye,Mugla Province,Turkey,100,75
Bilecik,Bilecik Province,Turkey,20.83333333,50
Valjevo,Kolubara District,Serbia,0,75
Cacak,Moravica District,Serbia,41.66666667,50
Imphal,Manipur,India,47.91666667,65.38461538
Wigan,England,United Kingdom,87.5,12.5
Ponta Delgada,Azores,Portugal,100,5
Viana do Castelo,Viana do Castelo,Portugal,100,58.33333333
Patiala,,India,33.33333333,69.11764706
Berane,Berane Municipality,Montenegro,100,0
Bedford,England,United Kingdom,80,75
Eastbourne,England,United Kingdom,79.16666667,0
Kaduna,Kaduna State,Nigeria,31.25,56.25
Kirkwall,Scotland,United Kingdom,100,50
Borjomi,Samtskhe-Javakheti,Georgia,100,50
Komotini,,Greece,75,18.75
Vallejo,California,United States of America,100,50
Thousand Oaks,California,United States of America,92.5,20.83333333
Sunnyvale,California,United States of America,77.08333333,55.55555556
Kaifeng,Henan,People's Republic of China,0,100
Maringa,Parana,Brazil,95.83333333,25
Bat Yam,Tel Aviv District,Israel,50,41.66666667
Prievidza,Trencin Region,Slovakia,80,0
Hachioji,,Japan,75,50
Rotorua,Bay of Plenty Region,New Zealand,72.91666667,45
Santa Marta,Magdalena Department,Colombia,50,71.42857143
Toluca,State of Mexico,Mexico,25,41.66666667
Torquay,England,United Kingdom,56.25,37.5
Burnley,England,United Kingdom,37.5,25
Ennis,,Ireland,100,50
Oxnard,California,United States of America,95,0
East London,Eastern Cape,South Africa,70.83333333,58.33333333
Kolhapur,Maharashtra,India,52.88461538,69.04761905
Sagamihara,Kanagawa Prefecture,Japan,75,50
Biala Podlaska,Lublin Voivodeship,Poland,50,50
Edessa,,Greece,100,0
Ambato,Tungurahua Province,Ecuador,72.22222222,75
Yozgat,Yozgat Province,Turkey,25,50
Xanthi,,Greece,100,35
Beihai,Guangxi,People's Republic of China,21.875,75
Katerini,,Greece,37.5,37.5
Yantai,Shandong,People's Republic of China,20.83333333,50
Ubud,Bali,Indonesia,50,25
Livadeia,Central Greece Region,Greece,62.5,50
Villahermosa,Tabasco,Mexico,56.25,43.75
Chelmsford,England,United Kingdom,62.5,12.5
Imatra,,Finland,91.66666667,0
Roeselare,Flemish Region,Belgium,75,50
Johvi,Ida-Viru County,Estonia,100,50
Yinchuan,Ningxia,People's Republic of China,0,50
Beira,Sofala,Mozambique,0,100
Carlow,Leinster,Ireland,58.33333333,41.66666667
Bayburt,Bayburt Province,Turkey,100,0
Oshawa,Ontario,Canada,84.09090909,32.14285714
Slough,England,United Kingdom,35.71428571,60
Dunfermline,Scotland,United Kingdom,100,0
Kusadasi,Aydin Province,Turkey,25,100
Entebbe,,Uganda,50,75
Palmerston North,,New Zealand,95.83333333,32.14285714
Arak,Markazi Province,Iran,2.272727273,67.85714286
Lushnje,Fier County,Albania,0,100
Shariff Aguak,,Philippines,25,0
Antigua Guatemala,Sacatepequez Department,Guatemala,32.14285714,53.57142857
West Bromwich,England,United Kingdom,50,0
Drama,,Greece,100,25
Wadowice,Lesser Poland Voivodeship,Poland,30,0
New Plymouth,,New Zealand,95,15
Santa Rosa,California,United States of America,81.25,29.54545455
Akola,Maharashtra,India,31.52173913,62.5
Bareilly,Uttar Pradesh,India,45.83333333,48.52941176
Elva,Tartu County,Estonia,100,8.333333333
Maidstone,England,United Kingdom,12.5,50
Darlington,England,United Kingdom,100,0
Barcelos,Braga,Portugal,100,50
Tirunelveli,,India,55.55555556,75
Amagasaki,Hyogo Prefecture,Japan,100,0
Rapid City,South Dakota,United States of America,92.5,37.5
Tralee,,Ireland,91.66666667,8.333333333
Guildford,England,United Kingdom,67.85714286,39.28571429
Aylesbury,England,United Kingdom,58.33333333,25
Binghamton,New York,United States of America,62.5,62.5
Dudley,England,United Kingdom,100,0
Bellevue,Washington,United States of America,94.23076923,19.44444444
Trujillo,La Libertad,Peru,50,37.5
Kocani,Kocani Municipality,North Macedonia,12.5,50
Kisumu,,Kenya,100,0
Panaji,Goa,India,25,50
Lohja,Uusimaa,Finland,100,50
Kazincbarcika,Borsod-Abauj-Zemplen County,Hungary,50,50
Znojmo,,Czech Republic,87.5,50
Jaffna,Northern Province,Sri Lanka,53.57142857,53.57142857
Lomza,Podlaskie Voivodeship,Poland,75,50
Slobozia,Ialomi?a County,Romania,25,75
Warrington,England,United Kingdom,75,25
Xiangtan,Hunan,People's Republic of China,0,50
Harrogate,England,United Kingdom,75,6.25
Rapla,Rapla County,Estonia,100,50
Husavik,,Iceland,50,50
Fayetteville,Arkansas,United States of America,94.44444444,20
El Jadida,Casablanca-Settat,Morocco,15,65
Macon,Georgia,United States of America,60,50
Montana,Montana Province,Bulgaria,20,50
Kuching,Sarawak,Malaysia,61.9047619,61.66666667
Walvis Bay,Erongo Region,Namibia,25,58.33333333
Xalapa,Veracruz,Mexico,62.5,18.75
Cugir,Alba County,Romania,100,25
Vinkovci,Vukovar-Syrmia County,Croatia,100,0
Comodoro Rivadavia,Chubut Province,Argentina,85.71428571,58.33333333
Walla Walla,Washington,United States of America,100,0
Ibague,Tolima Department,Colombia,56.61764706,79.04411765
Casper,Wyoming,United States of America,100,33.33333333
Tivat,Tivat Municipality,Montenegro,65,50
Mansoura,,Egypt,37.5,70
Redmond,Washington,United States of America,87.5,33.33333333
Piura,Piura,Peru,25,75
Johor Bahru,Johor,Malaysia,50,56.25
Geelong,Victoria,Australia,83.33333333,23.80952381
Kelowna,British Columbia,Canada,79.87804878,32.43243243
Peoria,Illinois,United States of America,96.875,29.16666667
Gisborne,,New Zealand,0,75
Aberdeen,Washington,United States of America,100,0
Rockford,Illinois,United States of America,60.71428571,60
Vancouver,Washington,United States of America,73.07692308,29.80769231
Erie,Pennsylvania,United States of America,80,100
Chelm,Lublin Voivodeship,Poland,50,50
Hollywood,Florida,United States of America,100,37.5
Al Ain,Emirate of Abu Dhabi,United Arab Emirates,44.79166667,38.88888889
Suwalki,Podlaskie Voivodeship,Poland,87.5,50
Aberdeen,South Dakota,United States of America,50,83.33333333
Tunja,Boyaca Department,Colombia,100,75
Solapur,Maharashtra,India,20.83333333,73.07692308
Reading,Pennsylvania,United States of America,87.5,50
Brunswick,Vermont,United States of America,100,37.5
Nakuru,,Kenya,75,25
Kitwe,Copperbelt Province,Zambia,0,100
Columbus,Georgia,United States of America,82.5,45
Mission,Texas,United States of America,100,0
Bauru,Sao Paulo,Brazil,58.33333333,50
Plasencia,Extremadura,Spain,75,50
Huntington,West Virginia,United States of America,75,25
Kingsport,Tennessee,United States of America,56.25,93.75
Givet,,France,100,50
Bhilai,Chhattisgarh,India,34.82142857,55.68181818
Abeche,Ouaddai Region,Chad,62.5,37.5
Sremska Mitrovica,,Serbia,75,12.5
Ponta Grossa,Parana,Brazil,62.5,37.5
Bhavnagar,Gujarat,India,61.36363636,61.9047619
Jhansi,Uttar Pradesh,India,47.82608696,69.73684211
Naperville,Illinois,United States of America,83.33333333,12.5
Morogoro,,Tanzania,66.66666667,100
Gujranwala,Punjab,Pakistan,18.05555556,54.41176471
Khulna,Khulna Division,Bangladesh,45.83333333,39.28571429
Changwon,South Gyeongsang,South Korea,31.25,75
Bucaramanga,Santander Department,Colombia,40,25
Nishinomiya,Hyogo Prefecture,Japan,62.5,50
Setif,Setif Province,Algeria,50,100
Burnaby,British Columbia,Canada,77.77777778,41.07142857
Clearwater,Florida,United States of America,85.71428571,35.71428571
Dhanbad,Jharkhand,India,20.19230769,64.13043478
Bani Walid,Misrata District,Libya,100,50
Tabuk,Tabuk Province,Saudi Arabia,50,25
Taichung,,Taiwan,22.79411765,75.79365079
Lewes,England,United Kingdom,100,0
Wuwei,Gansu,People's Republic of China,0,50
Traralgon,Victoria,Australia,75,50
Olaine,Olaine Municipality,Latvia,100,0
Keelung,Taiwan Province,Taiwan,50,50
Bharatpur,Bagmati,Nepal,87.5,12.5
Sochaczew,Masovian Voivodeship,Poland,37.5,50
Bad Ischl,Upper Austria,Austria,85,50
Knysna,Western Cape,South Africa,100,25
Amstetten,Lower Austria,Austria,62.5,50
Vocklabruck,Upper Austria,Austria,100,50
Gaya,Bihar,India,0,50
Simbach am Inn,Bavaria,Germany,100,50
Clifton,New Jersey,United States of America,100,0
Jammu,Jammu and Kashmir,India,44.76744186,62.82051282
Hallein,Salzburg,Austria,100,50
Abensberg,Bavaria,Germany,100,50
Bunbury,Western Australia,Australia,100,0
Mittersill,Salzburg,Austria,50,50
Naples,Florida,United States of America,80.76923077,30.76923077
Bruck an der Mur,Styria,Austria,75,50
Traun,Upper Austria,Austria,87.5,50
Steyr,Upper Austria,Austria,100,50
Chiclayo,Lambayeque,Peru,50,50
Karaman,Karaman Province,Turkey,20,0
Ozamiz,,Philippines,87.5,50
Baniyas,Tartus Governorate,Syria,25,91.66666667
Trowbridge,England,United Kingdom,0,100
Yongzhou,Hunan,People's Republic of China,0,50
Aurora,Ontario,Canada,50,37.5
Newport Beach,California,United States of America,93.75,25
Dhahran,Eastern Province,Saudi Arabia,40.625,40.625
Buchanan,Grand Bassa County,Liberia,0,50
Amravati,Maharashtra,India,36.25,59.61538462
Belgaum,Karnataka,India,46.71052632,82.43243243
Lethbridge,Alberta,Canada,68.75,36.36363636
Contagem,Minas Gerais,Brazil,50,75
Scranton,Pennsylvania,United States of America,92.85714286,41.66666667
Ipoh,Perak,Malaysia,61.11111111,50
Abbotsford,British Columbia,Canada,64.28571429,36.45833333
Moshi,Kilimanjaro Region,Tanzania,75,0
Tanta,Gharbia Governorate,Egypt,37.5,80
Turnhout,Flemish Region,Belgium,75,50
Makarska,Split-Dalmatia County,Croatia,100,0
Sanandaj,Kurdistan Province,Iran,3.571428571,83.33333333
Haridwar,Uttarakhand,India,71.875,53.125
Cascais,Lisbon,Portugal,78.125,41.66666667
Tsukuba,Ibaraki Prefecture,Japan,100,25
Santarem,Santarem,Portugal,95,50
Niagara Falls,Ontario,Canada,83.33333333,43.75
San Pedro Sula,Cortes Department,Honduras,28.57142857,67.85714286
Jundiai,Sao Paulo,Brazil,67.85714286,5
Massawa,Northern Red Sea Region,Eritrea,100,25
Caldas da Rainha,Leiria,Portugal,50,50
Volta Redonda,Rio de Janeiro,Brazil,50,50
Nove Zamky,Nitra Region,Slovakia,75,0
Hajnowka,Podlaskie Voivodeship,Poland,62.5,50
Karaikal,Puducherry,India,50,50
Azaz,Aleppo Governorate,Syria,8.333333333,50
Modling,Lower Austria,Austria,87.5,50
Noida,Uttar Pradesh,India,11.48255814,82.63473054
Coonoor,Tamil Nadu,India,87.5,45
David,Chiriqui Province,Panama,80,30
Teixeira de Freitas,Bahia,Brazil,25,100
Albany,Georgia,United States of America,75,16.66666667
Duluth,Georgia,United States of America,50,0
Blacksburg,Virginia,United States of America,75,0
Newport,New Hampshire,United States of America,100,0
Sharjah,Emirate of Sharjah,United Arab Emirates,54.41176471,36.76470588
Rio Claro,Sao Paulo,Brazil,25,50
Valsad,Gujarat,India,75,75
Muonio,,Finland,100,0
Kakamega,,Kenya,100,75
Middletown,New York,United States of America,100,25
Daqing,Heilongjiang,People's Republic of China,12.5,50
Abastumani,Samtskhe-Javakheti,Georgia,62.5,50
Al Wakrah,,Qatar,14.28571429,25
Witbank,Mpumalanga,South Africa,16.25,98.4375
Boston,England,United Kingdom,62.5,25
Naga,,Philippines,70,45
Joplin,Missouri,United States of America,79.16666667,18.75
Bojnord,North Khorasan Province,Iran,0,50
Bahawalpur,,Pakistan,75,60
Vilvoorde,Flemish Region,Belgium,75,50
Gospic,Lika-Senj County,Croatia,100,0
Galle,Southern Province,Sri Lanka,75,37.5
Sanya,Hainan,People's Republic of China,70,0
Siedlce,Masovian Voivodeship,Poland,46.42857143,50
San Juan de Pasto,Narino Department,Colombia,70,75
Lancaster,Pennsylvania,United States of America,66.66666667,45
Pocatello,Idaho,United States of America,83.33333333,87.5
Bata,,Equatorial Guinea,25,25
Novo Hamburgo,Rio Grande do Sul,Brazil,87.5,0
Abingdon-on-Thames,England,United Kingdom,100,50
Kollam,Kerala,India,75,44.11764706
Valkeakoski,,Finland,100,50
Rajshahi,Rajshahi Division,Bangladesh,47.22222222,30
Brcko,Brcko District,Bosnia and Herzegovina,25,87.5
Simi Valley,California,United States of America,82.14285714,25
Fairfield,California,United States of America,87.5,37.5
Prijedor,Republika Srpska,Bosnia and Herzegovina,75,25
Guarapuava,Parana,Brazil,100,0
Bangor,Maine,United States of America,87.5,12.5
Rockville,Maryland,United States of America,87.5,50
Mount Gambier,South Australia,Australia,83.33333333,0
Laramie,Wyoming,United States of America,100,0
Almada,Setubal,Portugal,85.71428571,50
Armenia,Quindio Department,Colombia,62.5,37.5
Okinawa,Okinawa Prefecture,Japan,80.55555556,40
Nuevo Laredo,Tamaulipas State,Mexico,37.5,68.75
Parkersburg,West Virginia,United States of America,0,100
Kalgoorlie,Western Australia,Australia,75,50
Kota,,India,30.20833333,48.4375
Muradabad,Uttar Pradesh,India,37.5,43.75
Dimitrovgrad,Haskovo Province,Bulgaria,12.5,50
Amol,Mazandaran Province,Iran,100,75
Fayetteville,North Carolina,United States of America,77.08333333,66.66666667
Velika Gorica,Zagreb County,Croatia,25,50
Schenectady,New York,United States of America,50,50
Albury,New South Wales,Australia,95,8.333333333
Heze,Shandong,People's Republic of China,0,50
Maracay,Aragua,Venezuela,25,100
Vila Velha,Espirito Santo,Brazil,33.33333333,41.66666667
Quetzaltenango,Quetzaltenango Department,Guatemala,29.16666667,75
Newport News,Virginia,United States of America,66.66666667,62.5
Popayan,Cauca Department,Colombia,100,25
Salto,Salto Department,Uruguay,100,25
Lienz,Tyrol,Austria,100,50
Cuprija,Pomoravlje District,Serbia,59.375,65.625
Qena,Qena Governorate,Egypt,50,25
Inuvik,Northwest Territories,Canada,87.5,50
Batna,Batna Province,Algeria,100,25
Holland,Indiana,United States of America,75,75
Launceston,Tasmania,Australia,68.75,50
Caslav,,Czech Republic,100,0
Shuangyashan,Heilongjiang,People's Republic of China,12.5,50
Adelanto,California,United States of America,50,50
Wuhu,Anhui,People's Republic of China,0,50
Huainan,Anhui,People's Republic of China,0,50
Anqing,Anhui,People's Republic of China,0,50
Fuyang,Anhui,People's Republic of China,0,50
Lu'an,Anhui,People's Republic of China,0,50
Bozhou,Anhui,People's Republic of China,0,50
Xuancheng,Anhui,People's Republic of China,0,50
Ganzhou,Jiangxi,People's Republic of China,0,50
Fuzhou,Jiangxi,People's Republic of China,50,25
Shangrao,Jiangxi,People's Republic of China,0,50
Goldsboro,North Carolina,United States of America,60,100
Chester,Pennsylvania,United States of America,87.5,50
Medicine Hat,Alberta,Canada,87.5,34.375
Jindrichuv Hradec,,Czech Republic,100,25
Athlone,Leinster,Ireland,80,25
El Cajon,California,United States of America,50,25
George,Western Cape,South Africa,93.75,12.5
Dahab,South Sinai Governorate,Egypt,100,58.33333333
Pembroke Pines,Florida,United States of America,100,75
Slapanice,,Czech Republic,87.5,37.5
Adrian,Georgia,United States of America,83.33333333,87.5
Dongying,Shandong,People's Republic of China,0,50
Escondido,California,United States of America,75,12.5
Farmville,North Carolina,United States of America,75,25
Raipur,Chhattisgarh,India,15.09433962,68.61702128
Jining,Shandong,People's Republic of China,0,50
Tavira,,Portugal,100,0
Sines,Setubal,Portugal,75,50
Weihai,Shandong,People's Republic of China,12.5,50
Zywiec,Silesian Voivodeship,Poland,50,50
Rizhao,Shandong,People's Republic of China,10.71428571,37.5
Taytay,,Philippines,0,100
Linyi,Shandong,People's Republic of China,4.166666667,87.5
Liaocheng,Shandong,People's Republic of China,0,50
Binzhou,Shandong,People's Republic of China,0,50
Castelo Branco,Castelo Branco,Portugal,100,0
Albufeira,,Portugal,71.42857143,33.33333333
Jeddah,Mecca Province,Saudi Arabia,35.24096386,54.43037975
Folkestone,England,United Kingdom,75,50
Gouyave,Saint John Parish,Grenada,50,75
Valasske Mezirici,,Czech Republic,50,100
Valledupar,Cesar Department,Colombia,50,50
Nove Mesto nad Vahom,Trencin Region,Slovakia,50,50
Heviz,Zala County,Hungary,62.5,37.5
Janakpurdham,,Nepal,50,62.5
Latacunga,Cotopaxi Province,Ecuador,58.33333333,91.66666667
Puerto la Cruz,Anzoategui,Venezuela,25,100
Nyeri,,Kenya,87.5,50
Yasuj,Kohgiluyeh and Boyer-Ahmad Province,Iran,0,50
Lukow,Lublin Voivodeship,Poland,62.5,50
Litomerice,,Czech Republic,75,50
Hattiesburg,Mississippi,United States of America,82.14285714,41.66666667
Karlovy Vary,,Czech Republic,64.28571429,16.66666667
Penrith,New South Wales,Australia,25,25
Whitby,Ontario,Canada,86.53846154,17.30769231
Ajax,Ontario,Canada,87.5,38.63636364
Pickering,Ontario,Canada,75,50
Des Plaines,Illinois,United States of America,100,50
Torreon,Coahuila,Mexico,47.22222222,50
Paradise,California,United States of America,75,50
Samokov,Sofia Province,Bulgaria,50,50
Sohag,Sohag Governorate,Egypt,25,100
Badulla,Uva Province,Sri Lanka,50,50
Jagodina,Pomoravlje District,Serbia,32.14285714,53.57142857
Surrey,British Columbia,Canada,71.73913043,33.33333333
Bansko,Blagoevgrad Province,Bulgaria,100,0
Barcelona,Anzoategui,Venezuela,12.5,50
Ambleside,England,United Kingdom,87.5,50
Everett,Washington,United States of America,88.63636364,32.14285714
Sumperk,,Czech Republic,75,50
Zory,Silesian Voivodeship,Poland,25,50
Mersa Matruh,Matrouh Governorate,Egypt,87.5,37.5
Petrinja,Sisak-Moslavina County,Croatia,75,50
Kutina,Sisak-Moslavina County,Croatia,45,25
Novalja,Lika-Senj County,Croatia,50,50
Agrinio,West Greece Region,Greece,75,50
Solihull,England,United Kingdom,100,0
Ogulin,,Croatia,100,0
Delnice,Primorje-Gorski Kotar County,Croatia,100,0
Novska,Sisak-Moslavina County,Croatia,100,0
Slunj,,Croatia,100,0
Columbia,Maryland,United States of America,100,25
Pingdingshan,Henan,People's Republic of China,15,75
Xinxiang,Henan,People's Republic of China,0,100
Jiaozuo,Henan,People's Republic of China,0,50
Puyang,Henan,People's Republic of China,0,50
Xuchang,Henan,People's Republic of China,0,50
Luohe,Henan,People's Republic of China,0,50
Sanmenxia,Henan,People's Republic of China,0,50
Nanyang,Henan,People's Republic of China,0,50
Shangqiu,Henan,People's Republic of China,0,50
Xinyang,Henan,People's Republic of China,0,50
Airdrie,Alberta,Canada,62.5,25
Changde,Hunan,People's Republic of China,0,50
Yiyang,Hunan,People's Republic of China,0,50
Chenzhou,Hunan,People's Republic of China,0,50
Aksu,Xinjiang,People's Republic of China,75,100
Welland,Ontario,Canada,45,45
Oakville,Ontario,Canada,80,33.33333333
Milton,Ontario,Canada,81.81818182,29.54545455
Panzhihua,Sichuan,People's Republic of China,0,50
Luzhou,Sichuan,People's Republic of China,0,50
Deyang,Sichuan,People's Republic of China,0,50
Mianyang,Sichuan,People's Republic of China,10.71428571,87.5
Guangyuan,Sichuan,People's Republic of China,0,50
Suining,Sichuan,People's Republic of China,0,50
Leshan,Sichuan,People's Republic of China,0,50
Nanchong,Sichuan,People's Republic of China,0,50
Temple,Texas,United States of America,100,0
Yibin,Sichuan,People's Republic of China,0,50
Dazhou,Sichuan,People's Republic of China,0,50
Ya'an,Sichuan,People's Republic of China,0,50
Figueira da Foz,Coimbra,Portugal,93.75,25
Caernarfon,Wales,United Kingdom,62.5,12.5
Sangli,Maharashtra,India,47.22222222,62.5
Bellingham,Washington,United States of America,94.73684211,30
Gmunden,Upper Austria,Austria,100,50
Nymburk,,Czech Republic,75,50
Chingola,Copperbelt Province,Zambia,75,100
Alverca do Ribatejo,Lisbon,Portugal,50,0
Chico,California,United States of America,72.5,50
Alton,Illinois,United States of America,25,75
Am Timan,Salamat Region,Chad,100,0
Amargosa Valley,Nevada,United States of America,25,100
Moncton,New Brunswick,Canada,83.33333333,23.52941176
Chetumal,Quintana Roo,Mexico,75,50
Wagga Wagga,New South Wales,Australia,75,20
Sao Joao de Meriti,Rio de Janeiro,Brazil,0,75
Ulhasnagar,Maharashtra,India,10.86956522,73.91304348
Ostroleka,Masovian Voivodeship,Poland,62.5,50
Muzaffarabad,,Pakistan,33.33333333,66.66666667
Burrel,Diber County,Albania,100,62.5
Bedzin,Silesian Voivodeship,Poland,65,0
Barueri,Sao Paulo,Brazil,50,50
Grand Island,Nebraska,United States of America,75,0
Kenosha,Wisconsin,United States of America,87.5,12.5
White Plains,New York,United States of America,37.5,62.5
Urbana,Illinois,United States of America,87.5,12.5
Cape Coral,Florida,United States of America,75,25
Spisska Nova Ves,Kosice Region,Slovakia,62.5,50
Sault Ste. Marie,Ontario,Canada,50,53.33333333
